Date,RegionName,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
1996-04-30,abbottstownadamspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108700,,,,,
1996-04-30,aberdeenbinghamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,168400,,,,,
1996-04-30,aberdeenharfordmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,76000,111700,141700,,109600,81300,137900,109600,108600,147900,,,,,
1996-04-30,aberdeenmonroems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74500,,,,,
1996-04-30,aberdeenmoorenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117400,,,,,,,131100,,,,,
1996-04-30,abernathyhaletx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,abilenetaylortx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66800,111700,,,,,,,,,,,,
1996-04-30,abingdonharfordmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,93200,118400,162400,,123900,91000,87600,123900,125600,169700,,,,,
1996-04-30,abingdonknoxil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000,,,,,
1996-04-30,abingdonwashingtonva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,57800,88800,147700,170100,89400,,,89400,89400,155000,,,,,
1996-04-30,abingtonmontgomerypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,47500,102200,122000,157600,219000,128700,102000,87800,128700,130900,189400,,,,,
1996-04-30,abingtonplymouthma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,105900,133300,150900,164800,127400,102300,104900,127400,136200,159600,,,,,
1996-04-30,abramsocontowi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000,,,,,,,,,
1996-04-30,abseconatlanticnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,101100,,,100700,80500,,100700,103300,126000,,,,,
1996-04-30,accidentgarrettmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,73400,50200,,73400,73400,111900,,,,,
1996-04-30,accokeekprince_georgesmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,130200,192300,218300,,,,,,216000,,,,,
1996-04-30,acres_greendouglasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,135000,143900,,136200,129000,,136200,136200,149000,,,,,
1996-04-30,actonlos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349600,259300,,,259300,265200,,,,,,
1996-04-30,actonmiddlesexma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,52400,122200,212500,288100,325500,230500,128200,122500,230500,253900,330100,,,,,
1996-04-30,actonyorkme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93300,,,93300,93700,124000,,,,,
1996-04-30,acushnetbristolma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,94700,111700,150100,,113600,94400,,113600,113600,163400,,,,,
1996-04-30,acworthcobbga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,62200,75500,100800,155900,201300,112900,83900,88900,112900,114800,174000,,,,,
1996-04-30,adahardinoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,41000,52300,59400,,51400,33700,,51400,51400,78900,,,,,
1996-04-30,adairmayesok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,61800,,,60000,,,60000,60000,,,,,,
1996-04-30,adairsvillebartowga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,72200,,,,,,,,102300,,,,,
1996-04-30,adams_townshipcambriapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80700,,,,,
1996-04-30,adamsadamswi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109000,,,109000,109000,140900,,,,,
1996-04-30,adamsmontgomerytn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,91600,,,91600,91600,162400,,,,,
1996-04-30,adamstownfrederickmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,195100,132500,,195100,195100,239500,,,,,
1996-04-30,adamsvillejeffersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,64900,82400,,60200,,,60200,60200,78500,,,,,
1996-04-30,adamsvillemcnairytn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,,,,,
1996-04-30,adapontotocok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,27700,,,27700,27700,55200,,,,,
1996-04-30,addisondu_pageil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,115900,144800,196200,,138400,114700,,138400,146400,203800,,,,,
1996-04-30,addisonlenaweemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,85900,93700,,,88800,,,,,134800,,,,,
1996-04-30,addisonwashingtonwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116700,,,,,
1996-04-30,addiswest_baton_rougela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,adelantosan_bernardinoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,91400,117200,77800,,,77800,77800,105700,,,,,
1996-04-30,adeldallasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,63000,95100,,,,,,,,,,,,,
1996-04-30,adelphiprince_georgesmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,151400,,136300,101800,,136300,143400,188700,,,,,
1996-04-30,adrian_townshiplenaweemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66600,,101800,108800,,,,,62800,103100,,,,,
1996-04-30,adrianbatesmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,advancedavienc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,133400,223200,,136600,,,136600,143500,231100,,,,,
1996-04-30,afftonsaint_louismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,59200,75900,87200,136900,,82400,68900,72200,82400,82400,105500,,,,,
1996-04-30,aftonwashingtonmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,156600,197900,227100,,199000,129600,,199000,199000,,,,,,
1996-04-30,agawamhampdenma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,35800,82100,107400,114100,127300,101500,68600,67000,101500,106800,124700,,,,,
1996-04-30,agoura_hillslos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,238400,302500,,255600,154900,223500,255600,338100,462800,,,,,
1996-04-30,aguangariversideca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,172600,,,169000,,,169000,169000,235700,,,,,
1996-04-30,ahwahneemaderaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,120600,,,115300,,,115300,115300,,,,,,
1996-04-30,aieahonoluluhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,169900,,,323800,,153100,169300,,,321900,,,,,
1996-04-30,aikenaikensc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,103400,129400,,,,,,,,,,,,
1996-04-30,airway_heightsspokanewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,74500,88600,,,85500,,,85500,85500,97400,,,,,
1996-04-30,ajopimaaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,akronerieny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108300,,,,,,,,,,,,
1996-04-30,akronfultonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,60400,65800,,59200,42300,,59200,59200,93000,,,,,
1996-04-30,akronlancasterpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,89100,100600,120900,,101700,86500,,101700,101700,124400,,,,,
1996-04-30,akronsummitoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,41600,49100,59500,70000,74900,57100,42800,91500,57100,56300,88000,,,,,
1996-04-30,alabamageneseeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,76100,,,73800,55300,,73800,73800,,,,,,
1996-04-30,alabastershelbyal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,102900,143800,,108400,86500,82300,108400,110300,147300,,,,,
1996-04-30,alachuaalachuafl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,62700,89400,146200,173500,89900,59700,,89900,90100,152300,,,,,
1996-04-30,alamedaalamedaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,173700,235300,271200,313900,216600,160000,167500,216600,237600,295600,,,,,
1996-04-30,alamocontra_costaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,412900,528900,634400,519000,389000,,519000,520100,1060100,,,,,
1996-04-30,alamocrocketttn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,22000,,,,,,,,,
1996-04-30,alansonemmetmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72300,,,72300,71700,,,,,,
1996-04-30,albany_townshipberkspa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,106500,,,111000,,,111000,111000,172600,,,,,
1996-04-30,albanyalamedaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,193100,232200,261700,283700,214300,148700,148200,214300,224000,251400,,,,,
1996-04-30,albanyalbanyny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,80200,94500,108600,118400,92200,68400,67600,92200,93600,123300,,,,,
1996-04-30,albanycarrollnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63700,,,63700,,,,,,,
1996-04-30,albanydelawarein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,64600,80000,,63600,,,63600,63600,106800,,,,,
1996-04-30,albanydoughertyga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63300,123200,,66900,,,66900,67000,116200,,,,,
1996-04-30,albanygreenwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90700,,,90700,90700,143300,,,,,
1996-04-30,albanylinnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,67000,81900,118000,153300,171300,118700,87300,79200,118700,119300,164200,,,,,
1996-04-30,albanystearnsmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,61100,69900,80700,,70200,53600,,70200,70200,93300,,,,,
1996-04-30,albanywhitesideil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114200,102600,,114200,114600,,,,,,
1996-04-30,albemarlestanlync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72900,110800,132600,61600,,,61600,61600,109300,,,,,
1996-04-30,albertsonnassauny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,206700,174700,,206700,208000,303900,,,,,
1996-04-30,albertvillewrightmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,105300,120000,133100,106900,,,106900,106900,135700,,,,,
1996-04-30,albionboonene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,67800,47100,,67800,67800,130900,,,,,
1996-04-30,albioncalhounmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,56200,,,54800,45300,,54800,54800,76300,,,,,
1996-04-30,albioneriepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,67700,,,65600,51100,,65600,65600,81800,,,,,
1996-04-30,albionnoblein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,56700,,87200,,,48700,,,,111800,,,,,
1996-04-30,albuquerquebernalillonm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,85500,94500,115400,152700,182500,115400,87700,93200,115400,116100,162600,,,,,
1996-04-30,alburtislehighpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,91400,,,91400,81400,,91400,91400,,,,,,
1996-04-30,alcoablounttn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,45500,58900,,,50200,40200,,50200,50300,107300,,,,,
1996-04-30,aldieloudounva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,197800,312900,340500,,,178200,,287100,328400,,,,,
1996-04-30,aldineharristx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,41700,,76500,,,,,,,,,,,,
1996-04-30,aledoparkertx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,88100,63600,,88100,88100,136500,,,,,
1996-04-30,aleppo_townshipalleghenypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,90800,119300,,,103000,,102400,103000,106000,169700,,,,,
1996-04-30,alexanderbuncombenc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,69400,111200,,,105900,68200,,105900,105900,142000,,,,,
1996-04-30,alexandria_townshiphunterdonnj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,301900,,240000,168800,,240000,240000,331700,,,,,
1996-04-30,alexandriacampbellky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,99500,154600,,98200,,,98200,99300,159300,,,,,
1996-04-30,alexandriagraftonnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,75900,91400,,,82600,60300,117900,82600,78500,118000,,,,,
1996-04-30,alexandriajeffersonny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161700,,,,,
1996-04-30,alexandriamadisonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,50800,64800,76000,,61900,46100,,61900,61400,88200,,,,,
1996-04-30,alexandriarapidesla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,86300,160600,,61900,,,61900,61900,,,,,,
1996-04-30,alfordjacksonfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,48200,,,,57000,,,57000,57000,106300,,,,,
1996-04-30,alfredyorkme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,81600,88900,,,85000,,,85000,,106400,,,,,
1996-04-30,algerhardinoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47400,,,46700,,,46700,46700,76000,,,,,
1996-04-30,algomakewauneewi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57500,,,,,,,,,
1996-04-30,algomawinnebagowi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,119800,,,114300,76000,,114300,114600,156300,,,,,
1996-04-30,algonacsaint_clairmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,77900,88700,,,92400,70200,,92400,92200,,,,,,
1996-04-30,algonakingwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,92800,120100,137600,,122700,99000,,122700,123600,139500,,,,,
1996-04-30,algonquinmchenryil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,136100,152400,213500,272100,167400,135900,135300,167400,,244500,,,,,
1996-04-30,algoodputnamtn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,61900,41100,,61900,61900,97000,,,,,
1996-04-30,alhambralos_angelesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,96600,146300,168600,199800,221200,163700,,144100,163700,171000,208000,,,,,
1996-04-30,alhambramadisonil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,58700,81700,,,72700,,,72700,72700,107100,,,,,
1996-04-30,alicejim_wellstx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,aliquippabeaverpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49700,,,,,,,46200,69900,,,,,
1996-04-30,aliso_viejoorangeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,84400,126900,165100,216400,296500,172800,123400,149700,172800,213300,221400,,,,,
1996-04-30,allamuchy_panther_valleywarrennj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,106900,,,,137900,98500,,137900,138300,201900,,,,,
1996-04-30,alleganalleganmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,66700,78800,91900,,70000,,,70000,70000,111100,,,,,
1996-04-30,allegheny_townshipblairpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67500,,,67500,67500,,,,,,
1996-04-30,allegheny_townshipwestmorelandpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72800,52700,,72800,72600,109000,,,,,
1996-04-30,allen_townshipnorthamptonpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,109800,156000,,112400,101100,,112400,112400,156200,,,,,
1996-04-30,allendale_townshipottawami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,107900,118600,,112400,90900,113500,112400,112300,146900,,,,,
1996-04-30,allendalebergennj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,346600,,290700,208600,,290700,291000,419300,,,,,
1996-04-30,allenhurstlibertyga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,77400,,,78200,65500,,78200,78200,98400,,,,,
